CIF,Núm. inscripció,Nom societat,Data constitució,CCAE,Descripció CCAE,Sector,Adreça,CP,Municipi,Comarca,Província,Capital social inicial,Valor nom. Acc. Part.,Núm. total acc/part,Socis,Sòcies (dones),Socis no treballadors,Sòcies no treballadores (dones),Persones jurídiques privades,Persones jurídiques públiques
B65552127,7264,"ELECTRIC DIESEL BENZINA, SLL",02/05/2011,[ 4520 ],Manteniment i reparació de vehicles de motor,SERVEIS,C. Pujades núm. 104 Pis local Porta B,[ 08018 ],Barcelona,Barcelonès,BARCELONA,70776,1,188736,8,0,0,0,0,0
B65553851,7269,"SARISANTOS INTERNATIONAL SERVICIOS, SLL",10/05/2011,[ 8121 ],Neteja general d'edificis,SERVEIS,C. ATLANTIDA núm. 1-7 Pis 1 Porta 1,[ 08913 ],Badalona,Barcelonès,BARCELONA,57000,1,57000,0,2,1,0,0,0
B73385643,7271,"INTEGRA WATER, SLL",24/05/2011,[ 3600 ],"Captació, potabilització i distribució d'aigua",INDÚSTRIA,C. MALAGA núm. 8,[ 08226 ],Terrassa,Vallès Occidental,BARCELONA,61000,1,61000,5,0,0,0,0,0
A65557621,7273,"BRICOMECANIZADO 2011, SAL",26/05/2011,[ 1621 ],Fabricació de fulloles i taulers de fusta,INDÚSTRIA,AV. GENERALITAT núm. 49,[ 08970 ],Sant Joan Despí,Baix Llobregat,BARCELONA,120000,100,1200,2,1,1,0,0,0
B65575110,7276,"VANTAGE CONSULTING GROUP, SLL",03/06/2011,[ 7022 ],Altres activitats de consultoria de gestió empresarial,SERVEIS,C. BALMES núm. 450 Pis 2 Porta 5,[ 08022 ],Barcelona,Barcelonès,BARCELONA,93000,1,93000,1,2,2,1,1,0
B55543771,7281,"PELUQUERIAS MIAMI DE ANA, SLL",10/06/2011,[ 9602 ],Perruqueria i altres tractaments de bellesa,SERVEIS,C. CADIZ núm. 2 Bloc LOCAL Esc. 23,[ 43300 ],Mont-Roig Del Camp (Miami Platja),Baix Camp,TARRAGONA,42000,1,42000,1,1,0,1,0,0
B55089353,7284,"ANMAX IMMOBLES GIRONA XXI, SLL",20/06/2011,[ 4110 ],Promoció immobiliària,CONSTRUCCIÓ,C.  LA CREU núm. 46,[ 17002 ],Girona,Gironès,GIRONA,40002,1,40002,2,0,2,0,0,0
B65583015,7285,"RUPO SERVEIS I ASSISTENCIA, SLL",20/06/2011,[ 8129 ],Activitats de neteja ncaa,SERVEIS,AV. JOAN XXIII núm. 20 Pis 4 Porta 1,[ 08918 ],Badalona,Barcelonès,BARCELONA,3000,1,3000,1,2,0,0,0,0
B65548240,7286,"BLUMEPROT, SLL",20/06/2011,[ 3299 ],Altres indústries manufactureres diverses ncaa,INDÚSTRIA,C. Curt núm. 25-25 bis Bloc local 5 Polígon Els Garrofers,[ 08340 ],Vilassar De Mar,Maresme,BARCELONA,88230,1,88230,3,0,0,0,0,0
B55544506,7287,"INNOVA 7 RECANVIS AUTO, SLL",27/06/2011,[ 4531 ],Comerç a l'engròs de recanvis i accessoris de vehicles de motor,SERVEIS,C. PERU núm. 1,[ 43870 ],Amposta,Montsià,TARRAGONA,60000,100,600,1,1,1,1,0,0
B65590796,7289,"FOURECU INTEGRADOS NORTH, SLL",29/06/2011,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,AV. MARE DE DÉU DE BELLVITGE núm. 70 Pis 10 Porta 1,[ 08907 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,52031,1,52031,4,0,0,0,0,0
B25729336,7290,"PAOTAL MED, SLL",01/07/2011,[ 4619 ],Intermediaris del comerç de productes diversos,SERVEIS,AV. ONZE DE SETEMBRE núm. 32 Porta 12,[ 25199 ],Lleida,Segrià,LLEIDA,24000,100,240,1,1,0,1,0,0
B65593501,7291,"BINAH-JOJMAH SERVEIS I ASSOCIATS, SLL",04/07/2011,[ 9609 ],Altres activitats de serveis personals ncaa,SERVEIS,C. ROSSELLÓ núm. 31 Pis 4 Porta 4,[ 08029 ],Barcelona,Barcelonès,BARCELONA,3000,1,3000,1,1,1,0,0,0
B55544753,7294,"TRI CINN MOR, SLL",08/07/2011,[ 4941 ],"Transport de mercaderies per carretera, excepte servei de mudances",SERVEIS,ALEMANIA Polígon CONSTANTI Parcel·la 1 Nau 3,[ 43120 ],Constantí,Tarragonès,TARRAGONA,3600,1,3600,2,2,0,0,0,0
B65607152,7296,"HERMANOS CHAVEZ HERRERA, SLL",26/07/2011,[ 4329 ],Altres activitats d'instal·lació en edificis i obres,CONSTRUCCIÓ,C. PASAJE DE LAS PALMERAS núm. 08 Pis ATICO Porta 02,[ 08031 ],Barcelona,Barcelonès,BARCELONA,3009,1,3009,2,0,0,1,0,0
B65610248,7299,"ESTRUCTURAS MARGOSA DE VALLADOS, SLL",04/08/2011,[ 4329 ],Altres activitats d'instal·lació en edificis i obres,CONSTRUCCIÓ,RBLA. PRIM núm. 49 Pis ENTL. Porta 2,[ 08019 ],Barcelona,Barcelonès,BARCELONA,54921,1,54921,3,0,0,0,0,0
B65610727,7300,"GEXTERN EXTERNAL SERVICES, SLL",04/08/2011,[ 7022 ],Altres activitats de consultoria de gestió empresarial,SERVEIS,C. MOGODA núm. 1 Polígon CAN SALVATELLA,[ 08210 ],Barberà Del Vallès,Vallès Occidental,BARCELONA,30080,1,30380,2,1,1,0,0,0
B65608440,7302,"PESCADOS VITURTIA, SLL",04/08/2011,[ 4729 ],Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats,SERVEIS,C. AMPLE  núm. 64,[ 08226 ],Terrassa,Vallès Occidental,BARCELONA,31293,1,31293,1,1,1,0,0,0
B65600686,7303,"LA CASA DEL ANACARDO, SLL",12/08/2011,[ 4619 ],Intermediaris del comerç de productes diversos,SERVEIS,C. CAMP CIRERS núm. 3 Pis 2N Porta 4ª,[ 08530 ],"Garriga, La",Vallès Oriental,BARCELONA,62500,1,62500,2,3,0,0,0,0
B65614646,7305,"CASANCUINES, SLL",16/08/2011,[ 3102 ],Fabricació de mobles de cuina,INDÚSTRIA,RDA. ZAMENHOF núm. 68 Pis BAIXOS Porta P A,[ 08208 ],Sabadell,Vallès Occidental,BARCELONA,33090,1,33090,2,0,2,0,0,0
B55550545,7307,"NOMAR 2011, SLL",30/08/2011,[ 5630 ],Establiments de begudes,SERVEIS,C. NIU DE L'ALIGA núm. 14 Porta A,[ 43850 ],Cambrils,Baix Camp,TARRAGONA,3000,1,3000,2,0,0,1,0,0
B65627945,7308,"METOMUNTATGES I REORGANITZACIONS, SLL",01/09/2011,[ 5210 ],Dipòsit i emmagatzematge,SERVEIS,C. DIPUTACIÓ núm. 439 Pis 5 Porta 2,[ 08013 ],Barcelona,Barcelonès,BARCELONA,56544,1,56544,2,1,0,0,0,0
B65627960,7309,"CLIMA ESTABLE MANTEINANCE AND SERVICE HVAC DEL VALLES 1186, SLL",01/09/2011,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. SALMERON núm. 238 Pis 1 Porta 1,[ 08226 ],Terrassa,Vallès Occidental,BARCELONA,70386,1,70386,2,0,1,0,0,0
B65603458,7311,"MASIA PAU GRAN, SLL",13/09/2011,[ 5520 ],Allotjaments turístics i altres allotjaments de curta durada,SERVEIS,disse CAN PAU GRAN núm. s/n,[ 08233 ],Vacarisses,Vallès Occidental,BARCELONA,30000,100,300,1,1,1,0,0,0
B65554164,7314,"EL CREMALLERA 2011, SLL",29/09/2011,[ 5629 ],Altres serveis de menjars,SERVEIS,RBLA. CATALUNYA núm. 54,[ 08640 ],Olesa De Montserrat,Baix Llobregat,BARCELONA,3006,2,1503,2,0,1,0,0,0
B65636185,7315,"CATECUPAN BARCINO SHOP, SLL",30/09/2011,[ 4724 ],"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats",SERVEIS,C. VALENCIA núm. 377 Pis LOCAL,[ 08013 ],Barcelona,Barcelonès,BARCELONA,65124,1,65124,1,1,0,1,0,0
B65636201,7316,"SANPERUKOLAN PANCHA, SLL",30/09/2011,[ 4339 ],Altres treballs d'acabament d'edificis,CONSTRUCCIÓ,C. OVIEDO núm. 9 Pis 3 Porta 1,[ 08906 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,53250,1,53250,2,0,0,1,0,0
B65638959,7319,"CONTRACT TRANSIT BARCELONA, SLL",04/10/2011,[ 3109 ],Fabricació d'altres tipus de mobles,INDÚSTRIA,C. AMÀLIA SOLER núm. 171,[ 08720 ],Vilafranca Del Penedès,Alt Penedès,BARCELONA,30000,75,400,20,0,0,2,0,0
B55111421,7320,"STYBA TECNICA, SLL",04/10/2011,[ 4663 ],"Comerç a l'engròs de maquinària per a la mineria, la construcció i l'enginyeria civil",SERVEIS,C. TERRERES núm. 6,[ 17600 ],Figueres,Alt Empordà,GIRONA,63000,10,6300,1,1,1,0,0,0
B65638967,7324,"DROGUERIA JYM COLOR, SLL",25/10/2011,[ 4775 ],Comerç al detall de productes cosmètics i higiènics en establiments especialitzats,SERVEIS,C. HUELVA núm. 67-69 Bloc LOCAL 2,[ 08020 ],Barcelona,Barcelonès,BARCELONA,6300,1,6300,1,2,0,0,0,0
B65626988,7326,"LINGAM INTERNATIONAL MODA IMPORT-EXPORT, SLL",03/11/2011,[ 4642 ],Comerç a l'engròs de peces de vestir i calçat,SERVEIS,AV. GRAN VIA DE LES CORTS CATALANE núm. 535 Pis LOCAL Porta 4,[ 08011 ],Barcelona,Barcelonès,BARCELONA,3000,1,3000,1,1,0,1,0,0
B65661134,7331,"VERDINET SERVEIS FORESTALS, SLL",04/11/2011,[ 0210 ],Silvicultura i altres activitats forestals,AGRICULTURA,C. JAUME II EL JUST núm. 13 Pis 2N Porta 3A,[ 08302 ],Mataró,Maresme,BARCELONA,16500,1,16500,3,0,0,0,0,0
B55119036,7336,"APLICACIONS PROFESSIONALS BAIX EMPORDA, SLL",21/11/2011,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. NARCIS PRATS I PAGES núm. S/N,[ 17230 ],Palamós,Baix Empordà,GIRONA,45000,10,4500,3,0,0,0,0,0
B65676553,7338,"SANTA MARTA SERVICES Y ASSOCIATED, SLL",28/11/2011,[ 4721 ],Comerç al detall de fruites i hortalisses en establiments especialitzats,SERVEIS,C. FERRAN PUIG núm. 67 Pis 3 Porta 3,[ 08023 ],Barcelona,Barcelonès,BARCELONA,3000,1,3000,1,1,0,1,0,0
B65676504,7339,"ANCASH ESTRUCTURES SOLIDES, SLL",28/11/2011,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. CONCEPCION ARENAL núm. 79-81 Pis 1 Porta 1,[ 08027 ],Barcelona,Barcelonès,BARCELONA,63750,1,63750,2,0,0,1,0,0
B65676405,7340,"THE BOLICHE BARBOLI, SLL",29/11/2011,[ 8130 ],Activitats de jardineria,SERVEIS,C. PALLARS núm. 500 Pis BAJOS Porta 4,[ 08019 ],Barcelona,Barcelonès,BARCELONA,45960,1,45960,2,1,0,0,0,0
B65676447,7341,"NILAT Y OSICRAN, SLL",29/11/2011,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. PADILLA núm. 224 Pis 1 Porta 4,[ 08013 ],Barcelona,Barcelonès,BARCELONA,62550,1,62550,3,0,0,0,0,0
B25736414,7342,"GRANJA ESCOLA L'AURÓ, SLL",13/12/2011,[ 8559 ],Altres activitats d'educació ncaa,SERVEIS,ANT. CTRA. DE TORA A HOSTALNOU Polígon 7 Parcel·la 24,[ 25279 ],Torà,Segarra,LLEIDA,3100,155,20,2,2,0,0,0,0
B65686008,7345,"BOLISUCRE BOLICATALA, SLL",20/12/2011,[ 4711 ],"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats",SERVEIS,C. PI I FERRER núm. 130 Pis BAJOS,[ 08914 ],Badalona,Barcelonès,BARCELONA,3000,1,3000,2,1,0,0,0,0
B55559652,7346,"TT21 CATSUD, SLL",23/12/2011,[ 4941 ],"Transport de mercaderies per carretera, excepte servei de mudances",SERVEIS,C. ULLDECONA núm. 21 Pis BAIXOS,[ 43520 ],Roquetes,Baix Ebre,TARRAGONA,217834,1,217834,12,0,0,0,0,0
B65608028,7349,"A&C TRADING CORPORATION AND ASSOCIATED, SLL",03/01/2012,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. CIENCIAS núm. 25 Pis 2 Porta 1,[ 08908 ],Barcelona,Barcelonès,BARCELONA,7200,1,7200,1,1,0,1,0,0
B65694077,7350,"BOLICOCHA ROCU, SLL",03/01/2012,[ 3314 ],Reparació d'equips elèctrics,INDÚSTRIA,AV. PONENT núm. 37 Pis AT Porta 2,[ 08905 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,57225,1,57225,3,0,0,0,0,0
B65694093,7351,"CAMERMEL DE IMBABURA, SLL",04/01/2012,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,C. ROSER núm. 52 Pis BAJOS Porta 1,[ 08004 ],Barcelona,Barcelonès,BARCELONA,55260,1,55260,1,1,1,0,0,0
B65694069,7352,"FAGIOVED COMBINACIONES CREATIVAS, SLL",04/01/2012,[ 8110 ],Serveis integrals a edificis i instal·lacions,SERVEIS,C. LLEVANT núm. 58 Pis 4 Porta 2,[ 08402 ],Granollers,Vallès Oriental,BARCELONA,65118,1,65118,2,1,0,0,0,0
B65702466,7356,"PEREZ Y SUAREZ TRAMITES Y GESTIONES, SLL",23/01/2012,[ 6910 ],Activitats jurídiques,SERVEIS,C. ANTONI GAUDI núm. 30 Pis LC Porta 3,[ 08830 ],Sant Boi De Llobregat,Baix Llobregat,BARCELONA,56060,185,400,2,0,1,1,0,0
B65714024,7357,"VILLAVACRIS 1950 INTERNACIONAL, SLL",25/01/2012,[ 4121 ],Construcció d'edificis residencials,CONSTRUCCIÓ,C. GENERAL MARTI GRIVE núm. 30 Pis LOCAL Porta 4,[ 08402 ],Granollers,Vallès Oriental,BARCELONA,75300,1,75300,3,0,0,0,0,0
B65738411,7361,"SHAIRI INTERNATIONAL 1974, SLL",27/02/2012,[ 8121 ],Neteja general d'edificis,SERVEIS,PL. BLOQUE FLORIDA núm. 14 Pis 3 Porta 12,[ 08905 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,42867,1,42867,3,0,0,0,0,0
B65738387,7362,"SAVE REINA BANI, SLL",27/02/2012,[ 9602 ],Perruqueria i altres tractaments de bellesa,SERVEIS,C. JOAN MARAGALL núm. 48 Pis 1 Porta A,[ 08870 ],Sitges,Garraf,BARCELONA,61593,1,61593,1,2,0,0,0,0
B65739849,7363,"ELFES INNOVA 2012, SLL",09/03/2012,[ 4751 ],Comerç al detall de tèxtils en establiments especialitzats,SERVEIS,C. DE LA TORRE núm. 5È Pis BAIXOS,[ 08700 ],Igualada,Anoia,BARCELONA,3006,1,3006,2,0,1,0,0,0
B65757700,7366,"SITGES ARTESANAL Y NATURAL LEAC, SLL",16/03/2012,[ 1086 ],Elaboració de preparats per a l'alimentació infantil i preparats dietètics,INDÚSTRIA,C. PILAR FRANQUET núm. 4,[ 08870 ],Sitges,Garraf,BARCELONA,102800,10,10280,2,2,0,0,0,0
A65736902,7368,"SANEAMIENTOS MIRKAL BCN, SAL",28/03/2012,[ 4674 ],"Comerç a l'engròs de ferreteria, lampisteria i calefacció",SERVEIS,C. CAN ROQUETA núm. 60 Pis NAVE Porta C,[ 08210 ],Sabadell,Vallès Occidental,BARCELONA,67980,1,67980,1,1,0,1,0,0
B65735755,7369,"KVIURES ALIMENTS, SLL",03/04/2012,[ 4639 ],"Comerç a l'engròs, no especialitzat, de productes alimentaris, begudes i tabac",SERVEIS,C. PUJALT núm. 1-3 Porta 1,[ 08033 ],Barcelona,Barcelonès,BARCELONA,3390,3,1130,3,0,2,2,0,0
B65749319,7370,"SERVEIS 3 POBLES POSTALS, SLL",03/04/2012,[ 5320 ],Altres activitats postals i de correus,SERVEIS,C. MAJOR núm. 28 Pis LOCAL,[ 08880 ],Cubelles,Garraf,BARCELONA,8000,1,8000,1,3,0,0,0,0
B65760787,7371,"INTEGRA SPORT ROBERTO GALLENTI, SLL",03/04/2012,[ 4778 ],Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,SERVEIS,C. CARTAGENA núm. 234 Pis LOCAL,[ 08013 ],Barcelona,Barcelonès,BARCELONA,3000,1,3000,1,1,1,0,0,0
B65762973,7372,"MULTIOREGALES TRANSINTERNACIONAL, SLL",03/04/2012,[ 8121 ],Neteja general d'edificis,SERVEIS,C. ROSSELLÓ núm. 89,[ 08903 ],"Hospitalet De Llobregat, L'",Barcelonès,BARCELONA,66864,1,66864,0,2,0,1,0,0
B65759672,7373,"HUELVECU BLANC BAQUE, SLL",03/04/2012,[ 8130 ],Activitats de jardineria,SERVEIS,C. SANTS núm. 142 Pis 4 Porta INT,[ 08028 ],Barcelona,Barcelonès,BARCELONA,83571,1,83571,3,0,0,0,0,0
B65759698,7374,"UNIDAD TRIFON CERCADO HOLGUIN, SLL",03/04/2012,[ 4631 ],Comerç a l'engròs de fruites i hortalisses,SERVEIS,AV. SANT ILDEFONS núm. 6 Pis 5 Porta 1,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,51468,1,51468,3,0,0,0,0,0
B55130348,7376,"GRETA COMUNICACIO, SLL",13/04/2012,[ 7311 ],Agències de publicitat,SERVEIS,C. SANTA AFRA núm. 3,[ 17190 ],Salt,Gironès,GIRONA,24000,24,1000,2,0,1,1,0,0
B61923082,7377,"SANITARIOS HERMANOS BARRERA, SLL",18/04/2012,[ 4752 ],"Comerç al detall de ferreteria, pintures i vidre en establiments especialitzats",SERVEIS,C. BUGAMBILLA núm. 7 Esc. TIEND Pis 4-5-6,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,6012,1,6012,3,0,0,0,0,0
B65741191,7382,"CODI MAGIG DREAM, SLL",26/04/2012,[ 9602 ],Perruqueria i altres tractaments de bellesa,SERVEIS,C. CARTAGENA núm. 211,[ 08013 ],Barcelona,Barcelonès,BARCELONA,13500,1,13500,0,2,1,1,0,0
B65780140,7384,"TALLERS TARRADELL, SLL",02/05/2012,[ 4520 ],Manteniment i reparació de vehicles de motor,SERVEIS,AV. Can Amat núm. 12 Nau 3,[ 08630 ],Abrera,Baix Llobregat,BARCELONA,60000,1,60000,3,0,0,0,0,0
B65779712,7385,"NILDAZOILA GROUP INTERNATIONAL, SLL",07/05/2012,[ 4633 ],"Comerç a l'engròs de productes lactis, ous, olis i greixos comestibles",SERVEIS,C. SANT ANTONI MARIA CLARET núm. 211 Pis BAJOS,[ 08041 ],Barcelona,Barcelonès,BARCELONA,28803,1,208803,0,3,0,0,0,0
B64711187,7387,"TODOPORMISACA, SLL",21/05/2012,[ 5510 ],Hotels i allotjaments similars,SERVEIS,AV. CONSTITUCIÓ núm. 60 Pis LOCAL 3,[ 08860 ],Castelldefels,Baix Llobregat,BARCELONA,4000,40,100,2,3,0,0,0,0
B65798506,7388,"VRS MAQUINARIA FUNDADA EN 2012, SLL",22/05/2012,[ 3312 ],Reparació de maquinària,INDÚSTRIA,C. PUIGMAL (P.I. SAN ISIDRE III) núm. S/N Pis NAVE Porta 2,[ 08272 ],Sant Fruitós De Bages,Bages,BARCELONA,65940,1,153860,6,1,0,0,0,0
B65779746,7389,"BRASECUA GAUYA 2000, SLL",29/05/2012,[ 4334 ],Pintura i vidrieria,CONSTRUCCIÓ,C. AMÈRICA núm. 4 Pis BAIXOS,[ 08921 ],Santa Coloma De Gramenet,Barcelonès,BARCELONA,78885,1,78885,3,0,0,0,0,0
B65810947,7394,"IKUT GROUP, SLL",13/06/2012,[ 6202 ],Activitats de consultoria sobre tecnologies de la informació,SERVEIS,C. G. VIA DE LES CORTS CATALANES núm. 444,[ 08015 ],Barcelona,Barcelonès,BARCELONA,3000,1,83000,4,5,1,0,0,0
B65825556,7395,"ASECOM BADIA, SLL",26/06/2012,[ 6832 ],Gestió i administració de la propietat immobiliària,SERVEIS,AV. MEDITERRANI núm. 13 Pis LOCAL,[ 08214 ],Badia Del Vallès,Vallès Occidental,BARCELONA,6000,2,3000,3,0,0,0,0,0
B65822769,7396,"SUPERAURA, SLL",26/06/2012,[ 1812 ],Altres activitats d'impressió i arts gràfiques,INDÚSTRIA,C. ROGER DE LLURIA núm. 88 Pis 3 Porta 2,[ 08009 ],Barcelona,Barcelonès,BARCELONA,66000,1,66000,0,2,1,0,0,0
B62612635,7397,"LUMALOIL, SLL",27/06/2012,[ 7729 ],Lloguer d'efectes personals i efectes domèstics ncaa,SERVEIS,C. LERIDA núm. 13 Pis BAJOS,[ 08004 ],Barcelona,Barcelonès,BARCELONA,3006,3,1002,0,2,0,1,0,0
B65830051,7399,"FERCITAP, SLL",09/07/2012,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. VIRGEN DEL PILAR núm. 126 Pis BAIXOS,[ 08440 ],Cardedeu,Vallès Oriental,BARCELONA,27000,1,27000,1,2,1,0,0,0
B25747197,7400,"ARAN SEGURETAT, SLL",10/07/2012,[ 8020 ],Serveis de sistemes de seguretat,SERVEIS,"PL. NAUA, EDIF. CEEI, MOD 4 CASAU núm. 1",[ 25538 ],Vielha E Mijaran,Val d'Aran,LLEIDA,61000,100,610,2,0,0,2,0,0
B65829616,7401,"RESTAURANTE EL HORNERO, SLL",20/07/2012,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. LEPANT  núm. 294 Pis BJ,[ 08025 ],Barcelona,Barcelonès,BARCELONA,60000,1000,60,2,0,1,0,0,0
B65840779,7404,"BARLAGROUP RAL, SLL",08/08/2012,[ 1610 ],Serrada i planejament de la fusta,INDÚSTRIA,C. BOBINADORA núm. 95 Pis PRIMER,[ 08302 ],Mataró,Maresme,BARCELONA,36000,1,36000,3,0,0,0,0,0
B25748799,7406,"CONSULTORIA DE NEGOCI DIGITAL, SLL",10/08/2012,[ 6202 ],Activitats de consultoria sobre tecnologies de la informació,SERVEIS,C. DE LA COMA núm. 2,[ 25243 ],"Palau D'Anglesola, El",Pla d'Urgell,LLEIDA,100400,100,1004,3,0,3,0,0,0
B65850075,7413,"TUSKATE 2012, SLL",27/09/2012,[ 4764 ],Comerç al detall d'articles d'esport en establiments especialitzats,SERVEIS,AV. GENERALITAT núm. 28 Pis LC,[ 08630 ],Abrera,Baix Llobregat,BARCELONA,3006,2,1503,1,1,1,0,0,0
B65864225,7414,"CARNISSERIA MIHAELA, SLL",27/09/2012,[ 4722 ],Comerç al detall de carn i productes carnis en establiments especialitzats,SERVEIS,AV. BAIX LLOBREGAT núm. 97 Pis,[ 08940 ],Cornellà De Llobregat,Baix Llobregat,BARCELONA,60000,1,60000,2,1,0,0,0,0
B65869513,7416,"RECANVIS SBD 2012, SLL",03/10/2012,[ 4778 ],Comerç al detall d'altres tipus d'articles nous en establiments especialitzats,SERVEIS,PG. ALMOGAVERS núm. 44,[ 08204 ],Sabadell,Vallès Occidental,BARCELONA,58800,100,588,3,0,0,0,0,0
B65870263,7417,"LEXEON, ELECTRONIC SOLUTION, SLL",08/10/2012,[ 2640 ],Fabricació de productes electrònics de consum,INDÚSTRIA,C. REPARTIDOR núm. 15 Pis 3 Porta 2,[ 08023 ],Barcelona,Barcelonès,BARCELONA,60150,1,60150,3,0,0,0,0,0
B65862294,7418,"LOS JAMONES DE LOS TRES CERDITOS, SLL",08/10/2012,[ 4711 ],"Comerç al detall, amb predomini de productes alimentaris, begudes i tabac en establiments no especialitzats",SERVEIS,C. JACINTO VERDAGUER núm. LOCAL 9,[ 08760 ],Martorell,Baix Llobregat,BARCELONA,3015,1005,3,2,1,0,0,0,0
B65765356,7420,"MARTOKHAN 2012, SLL",16/10/2012,[ 5610 ],Restaurants i establiments de menjars,SERVEIS,C. MERCÈ RODOREDA núm. 5È Pis 4T Porta 1ª,[ 08760 ],Martorell,Baix Llobregat,BARCELONA,3006,1,3006,2,0,1,0,0,0
B55149165,7422,"GASCON BLANCH CONSULTORS ASSESSORS, SLL",26/10/2012,[ 6920 ],"Activitats de comptabilitat, tenidoria de llibres, auditoria i assessoria fiscal",SERVEIS,C. AMSTERDAM núm. 42,[ 17480 ],"Roses (Mas Oliva, El)",Alt Empordà,GIRONA,75000,10,750,2,0,0,2,0,0
B65875585,7423,"EUROPE MULTIMEDIA SERVICE, SLL",05/11/2012,[ 4619 ],Intermediaris del comerç de productes diversos,SERVEIS,AV. DE LES CORTS CATALANES núm. 5-7,[ 08173 ],Sant Cugat Del Vallès,Vallès Occidental,BARCELONA,60000,1,60000,2,0,0,0,1,0
B65898553,7425,"FUSIO-PA, SLL",12/11/2012,[ 1071 ],Fabricació de pa i de productes de fleca i pastisseria frescos,INDÚSTRIA,C. TRAVESERA DE GRACIA núm. 341 Pis BAIXOS,[ 08025 ],Barcelona,Barcelonès,BARCELONA,60000,10,6000,2,0,1,0,0,0
B65889818,7426,"SUNION CONSULTING GROUP, SLL",14/11/2012,[ 8544 ],Educació superior no universitària,SERVEIS,C. SANT GABRIEL núm. 15 Pis 2 Porta 1,[ 08980 ],Sant Feliu De Llobregat,Baix Llobregat,BARCELONA,36000,100,360,2,0,0,1,0,0
B65892242,7428,"DIGITAL PLAYER, SLL",14/11/2012,[ 1812 ],Altres activitats d'impressió i arts gràfiques,INDÚSTRIA,C. MARE DE DÉU DEL CARME núm. 36 Pis 3 Porta 1,[ 08940 ],Sant Adrià De Besòs,Barcelonès,BARCELONA,60000,1,60000,1,2,0,0,0,0
B65896698,7430,"CAFINSER INDUSTRIES, SLL",16/11/2012,[ 6820 ],Lloguer de béns immobiliaris per compte propi,SERVEIS,C. FINLÀNDIA núm. 5 Pis 3,[ 08014 ],Barcelona,Barcelonès,BARCELONA,120000,1200,100,3,1,0,0,0,0
B65899593,7433,"ESTACIO SPORTS, SLL",27/11/2012,[ 4764 ],Comerç al detall d'articles d'esport en establiments especialitzats,SERVEIS,PG. ESTACIO núm. 25 Pis LOCAL  Porta 1,[ 08630 ],Abrera,Baix Llobregat,BARCELONA,45000,1,45000,2,0,0,1,0,0
B65908121,7434,"LOGISTICA ILLA SUD, SLL",27/11/2012,[ 4941 ],"Transport de mercaderies per carretera, excepte servei de mudances",SERVEIS,C. TOMÀS VILADOMIU núm. S/N Polígon Ind. ILLA SUD,[ 08650 ],Sallent,Bages,BARCELONA,24000,100,320,4,0,0,0,0,0
B65908956,7439,"TALLER SPEEDRACER, SLL",11/12/2012,[ 4520 ],Manteniment i reparació de vehicles de motor,SERVEIS,AV. PARAIRES núm. 28 Pis B Porta 2,[ 08206 ],Sabadell,Vallès Occidental,BARCELONA,63030,1,63030,1,1,0,1,0,0
B65913725,7442,"FRED DANIEL'S, SLL",02/01/2013,[ 4322 ],"Lampisteria, instal·lacions de calefacció i aire condicionat",CONSTRUCCIÓ,C. CUBA nºm. 36 Pis 4 Porta 2,[ 08917 ],Badalona,Barcelonès,BARCELONA,3020,1,3020,2,0,0,2,0,0
B65922890,7443,"MUBBAR MOBILIARIO BARCELONA, SLL",02/01/2013,[ 4665 ],Comerç a l'engròs de mobles d'oficina,SERVEIS,CAN PARELLADA Polígon CAN PARELLADA Parcel·la 6 Nau 7,[ 08170 ],Montornès Del Vallès (Montornès Nord),Vallès Oriental,BARCELONA,78300,10,7830,2,0,1,0,0,0
B65921579,7445,"CENTRE DE SUPORT FAMILIAR TRENCACLOSQUES, SLL",02/01/2013,[ 9329 ],Altres activitats recreatives i d'entreteniment ncaa,SERVEIS,PL. DE JOSEP PALLACH núm. 4,[ 08035 ],Barcelona,Barcelonès,BARCELONA,3006,1,3006,0,2,0,1,0,0
