persones_jur_diques_p_bliques,persones_jur_diques_privades,s_cies_no_treballadores_dones,socis_no_treballadors,s_cies_dones,socis,n_m_total_acc_part,valor_nom_acc_part,capital_social_inicial,data_constituci,prov_ncia,comarca,municipi,cp,adre_a,sector,descripci_ccae,ccae,nom_societat,cif,n_m_inscripci
0,0,1,0,0,2,54450,1.00,54450.00,2006-04-03T00:00:00.000,BARCELONA,Barcelonès,Santa Coloma De Gramenet,[ 08922 ],C. MILÀ I FONTANALS núm. 20 Pis BAIXOS Porta 2A,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"JUJOCOMU, SLL",B63868285,6272
0,0,0,1,0,2,57600,1.00,57600.00,2006-03-30T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08026 ],C. VALENCIA núm. 646 Pis ENTL Porta 1,INDÚSTRIA,Indústria de la pedra ornamental i per a la construcció,[ 2370 ],"MARMOLES Y GRANITOS TOT PROFESIONAL, SLL",B64077183,6269
0,0,0,0,0,3,270,100.00,27000.00,2006-03-29T00:00:00.000,GIRONA,Selva,Blanes,[ 17300 ],C. JOSEP CARNER núm. 15 Pis 3R Porta 3A,CONSTRUCCIÓ,Construcció general d'immobles i obres d'enginyeria civil,[ 452 ],"CAEXAN LA SELVA, SLL",B17887571,6268
0,0,0,2,2,0,60000,1.00,3200.00,2006-03-28T00:00:00.000,TARRAGONA,Tarragonès,Tarragona,[ 43110 ],AV. CARRASCO I FORMEGUERA núm. 9 Pis BAIXOS,INDÚSTRIA,Altres activitats d'impressió i arts gràfiques,[ 1812 ],"LLIBRERIA PAPERERIA SPORT, SLL",B43832781,6267
0,0,0,1,1,1,3,1002.00,3006.00,2006-03-21T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08027 ],C. PORTUGAL núm. 4,SERVEIS,Comerç al detall d'altres tipus de productes alimentaris en establiments especialitzats,[ 4729 ],"E-MERCAT PRODUCTES ECOLOGICS, SLL",B64104185,6262
0,0,0,0,0,4,73000,1.00,73000.00,2006-03-21T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08018 ],C. ZAMORA núm. 91-95 Pis 5È Porta 2A,SERVEIS,Comerç a l'engròs de màquines eina,[ 4662 ],"TORRENTS MARGARIT, SLL",B64097611,6261
0,0,0,0,1,2,5700,10.00,57000.00,2006-03-17T00:00:00.000,TARRAGONA,Tarragonès,"Pallaresos, Els",[ 43151 ],C. PRESIDENT TARRADELLES núm. 8-A,SERVEIS,Manteniment i reparació de vehicles de motor,[ 4520 ],"TALLERS MECATRUCKS, SLL",B43837061,6258
0,0,1,0,2,1,7200,10.00,72000.00,2006-03-15T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08031 ],C. PETRARCA núm. 32-34 Pis BAIXOS 2N Porta A,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"LA CUINA DEL PERRUQUER, SLL",B64075096,6257
0,0,0,1,0,2,54000,1.00,54000.00,2006-03-15T00:00:00.000,BARCELONA,Vallès Oriental,Sant Feliu De Codines,[ 08182 ],C. PERVERA núm. 13,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"TRABAJO DIFICIL ACCESO, SLL",B64070501,6256
0,0,1,1,1,1,100,550.00,55000.00,2006-03-15T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08202 ],C. ALFONS SALA núm. 149 Pis LOCAL Porta 3,SERVEIS,"Comerç al detall d'aliments, begudes i tabac en establiments especialitzats",[ 522 ],"ESTABLIMENTS CONGELATS CONTOLA, SLL",B64054422,6255
0,0,1,0,1,1,60102,1.00,60102.00,2006-03-14T00:00:00.000,BARCELONA,Vallès Oriental,Mollet Del Vallès,[ 08100 ],C. BERENGUER III núm. 186,SERVEIS,Activitats dels operadors turístics,[ 7912 ],"AIDABERMAR, SLL",B64080716,6253
0,0,1,0,0,2,36240,1.00,36240.00,2006-03-14T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08009 ],C. DIPUTACIÓ núm. 289-291,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"NUÑEZ Y DONAIRE, SERVICIOS DE RESTAURACION AGRUPADOS, SLL",B64076995,6251
0,0,2,0,0,2,610,100.00,61000.00,2006-03-08T00:00:00.000,BARCELONA,Maresme,Malgrat De Mar,[ 08380 ],C. GUILLEM DE PALAFOLLS núm. 38 Pis 2N,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"FERRELLATS GAMIZ-2007, SLL",B63600373,6250
0,0,0,0,0,3,10000,1.00,10000.00,2006-03-08T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08028 ],C. CARDENAL REIG núm. 23 Pis 11È Porta 4A,SERVEIS,Activitats immobiliàries per compte d'altri,[ 703 ],"FINCAS REIG 23, SLL",B64059850,6249
0,0,1,1,2,0,48000,1.00,48000.00,2006-03-02T00:00:00.000,TARRAGONA,Tarragonès,Vila-Seca,[ 43480 ],C. GALCERAN DE PINOS núm. 14,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"BOADUR ESTETIC, SLL",B43833532,6248
0,0,0,0,0,3,360,100.00,36000.00,2006-03-02T00:00:00.000,GIRONA,Gironès,Celrà,[ 17460 ],C. ALAU núm. 3 Pis 2N Porta 1A,CONSTRUCCIÓ,Altres activitats especialitzades de la construcció ncaa,[ 4399 ],"RONARA ENCOFRATS I ESTRUCTURES, SLL",B17875923,6246
0,0,1,0,1,1,45000,1.00,45000.00,2006-02-28T00:00:00.000,BARCELONA,Baix Llobregat,Gavà,[ 08850 ],C. GIFRE EL PILÓS núm. 7 Pis LOCAL Porta 1,SERVEIS,Comerç a l'engròs d'altres productes alimentaris,[ 51382 ],"EL RACO DEL MENJAR, SLL",B64066848,6245
0,0,1,0,0,2,66270,1.00,66270.00,2006-02-21T00:00:00.000,BARCELONA,Maresme,Tordera,[ 08490 ],C. GARBÍ núm. 12,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"OLSEMAR-2005, SLL",B64064728,6242
0,0,1,0,1,1,31800,1.00,31800.00,2006-02-21T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08208 ],C. RIBOT I SERRA núm. 226 Pis LOCAL Porta 1,SERVEIS,"Comerç al detall de productes farmacèutics, articles mèdics, bellesa i higiene",[ 523 ],"EUROPALARIAS, SLL",B64029267,6241
0,0,1,0,0,2,3006,1.00,3006.00,2006-02-20T00:00:00.000,BARCELONA,Baix Llobregat,Cornellà De Llobregat,[ 08940 ],C. MIQUEL RONCALI núm. 59 Pis 1R Porta 5A,CONSTRUCCIÓ,"Lampisteria, instal·lacions de calefacció i aire condicionat",[ 4322 ],"CONDUCSTAR, SLL",B64015928,6239
0,0,1,0,2,1,795,100.00,79500.00,2006-02-20T00:00:00.000,BARCELONA,Baix Llobregat,Esparreguera,[ 08292 ],AV. FRANCESC MACIÀ núm. 121,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"SOL ESPARREGUERA, SLL",B64044100,6238
0,0,0,1,1,1,50850,1.00,50850.00,2006-02-20T00:00:00.000,BARCELONA,Vallès Occidental,Rubí,[ 08191 ],C. VERGE DE FÀTIMA núm. 8,INDÚSTRIA,Fabricació de pa i de productes de fleca i pastisseria frescos,[ 1071 ],"DOLÇ STIL, SLL",B64049331,6236
0,0,0,1,0,2,3300,1.00,3300.00,2006-04-05T00:00:00.000,BARCELONA,Alt Penedès,Gelida,[ 08790 ],C. PINO núm. 22 Pis 1R,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"KETEVAN GURIA'S, SLL",B64073380,6276
0,0,0,0,3,0,4800,10.00,48000.00,2006-02-20T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08913 ],C. DE LES MONGES núm. 4 Pis BAIXOS Porta 1,SERVEIS,Comerç al detall de tèxtils en establiments especialitzats,[ 4751 ],"LESOREL·LE 2005, SLL",B64021140,6235
0,0,1,0,1,2,3020,1.00,3020.00,2006-02-15T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08201 ],C. JOVELLANOS núm. 38,SERVEIS,"Comerç al detall de pa i productes de fleca, confiteria i pastisseria en establiments especialitzats",[ 4724 ],"DETALLS DE VIDA DOLÇA, SLL",B63976088,6234
0,0,0,1,0,2,27000,1.00,27000.00,2006-02-15T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08011 ],C. CONSELL DE CENT núm. 249,SERVEIS,Comerç al detall de calçat i articles de cuir en establiments especialitzats,[ 4772 ],"VIC CALZADOS, SLL",B63978027,6233
0,0,0,1,1,1,696,100.00,69600.00,2006-02-15T00:00:00.000,LLEIDA,Pla d'Urgell,Mollerussa,[ 25230 ],AV. DEL CANAL núm. S/N,SERVEIS,Activitats d'assessorament en direcció i gestió empresarial,[ 74141 ],"ROSELLO SAROBE CONSULT, SLL",B25593468,6232
0,0,0,2,0,2,43714,1.00,43714.00,2006-02-13T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08019 ],C. BOLIVIA núm. 340 Pis LOCAL Porta 32,INDÚSTRIA,Fabricació de tancaments metàl·lics,[ 2512 ],"INDARRA2005, SLL",B63933477,6230
0,0,0,1,2,0,60102,1.00,60102.00,2006-02-10T00:00:00.000,LLEIDA,Segrià,Lleida,[ 25005 ],C. BARÓ DE MAIALS núm. 50,SERVEIS,Activitats de les agències de viatges,[ 7911 ],"GORAS 2006, SLL",B25593922,6229
0,0,1,1,0,2,5158,10.00,51580.00,2006-02-09T00:00:00.000,TARRAGONA,Baix Ebre,Alfara De Carles,[ 43528 ],C. BONAIRE núm. 17,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"JC ALFARA CONSTRUCCIONS, SLL",B43828391,6228
0,0,1,0,1,1,3006,1.00,3006.00,2006-02-08T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08911 ],C. JAUME RIBÓ núm. 27 Pis 1R Porta 2A,SERVEIS,Transport de mercaderies per carretera,[ 6024 ],"SERVICIOS INTEGRALES ERICTV, SLL",B63976856,6227
0,0,0,2,0,2,32,100.00,3200.00,2006-01-25T00:00:00.000,GIRONA,Garrotxa,Olot,[ 17800 ],C. BISBE SERRA núm. 58,SERVEIS,Hoteleria,[ 55 ],"PORTELL-COSTEJA, SLL",B17870155,6223
0,0,0,1,1,1,36000,1.00,36000.00,2006-01-20T00:00:00.000,BARCELONA,Baix Llobregat,Abrera,[ 08630 ],PG. DE L'ESGLÈSIA núm. 1,SERVEIS,Agents de la propietat immobiliària,[ 6831 ],"FINQUES EL CAU, SLL",B63973093,6222
0,0,0,1,0,2,3012,1.00,3012.00,2006-01-19T00:00:00.000,BARCELONA,Vallès Occidental,Terrassa,[ 08224 ],C. GRANIUS núm. 1 Pis LOCAL Porta 3,SERVEIS,Altres tipus de comerç al detall,[ 52488 ],"IMPORTACIO EXPORTACIO I VENDAS SOLIDARIES, SLL",B64029374,6220
0,0,1,1,1,1,3600,10.00,36000.00,2006-01-18T00:00:00.000,BARCELONA,Vallès Oriental,Vilanova Del Vallès,[ 08410 ],C. CAMÍ CAN NADAL núm. 8,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"HOSTELERIA CAN NADAL, SLL",B63950893,6219
0,0,0,0,0,3,30,1428.00,42840.00,2006-01-17T00:00:00.000,BARCELONA,Vallès Occidental,Santa Perpètua De Mogoda,[ 08130 ],pi. AV. MOLLET núm. S/N Polígon LES MINETES Nau 2,INDÚSTRIA,Fabricació d'altres productes de matèries plàstiques,[ 2229 ],"DISEÑO DE EXPOSITORES, FADIEX, SLL",B64012305,6218
0,0,2,0,2,3,72003,1.00,72003.00,2006-01-12T00:00:00.000,BARCELONA,Vallès Occidental,Terrassa,[ 08227 ],C. VENDRELL núm. 47 Nau A,INDÚSTRIA,Elaboració de productes carnis i de volateria,[ 1013 ],"DISTRIBUCIONS J. LLEONART, SLL",B64013659,6216
0,0,0,1,0,2,360,100.00,36000.00,2006-01-12T00:00:00.000,BARCELONA,Maresme,Mataró,[ 08303 ],C. CALASSANÇ MARQUÈS núm. 19,SERVEIS,Activitats d'agents i corredors d'assegurances,[ 6622 ],"AGENCIA D'ASSEGURANCES KADEM, SLL",B63949937,6215
0,0,0,2,1,1,602,100.00,60200.00,2006-01-11T00:00:00.000,BARCELONA,Bages,Manresa,[ 08240 ],C. MIQUEL SERVET núm. 43 Polígon BUFALVENT Nau 8,INDÚSTRIA,Acabament de tèxtils,[ 1330 ],"JUNCADELLA COLORS, SAL",A63176374,6213
0,0,1,0,0,2,3009,1.00,3009.00,2006-01-11T00:00:00.000,GIRONA,Baix Empordà,Palamós,[ 17230 ],pi.  Polígon RUTLLA ALTA Nau 10-BIS,INDÚSTRIA,Fabricació d'altres productes minerals no metàl·lics ncaa,[ 2399 ],"MARBRES TRAMUNTANA, SLL",B17865601,6212
0,0,0,1,1,1,8358,10.00,83580.00,2006-01-10T00:00:00.000,BARCELONA,Baix Llobregat,Viladecans,[ 08840 ],C. PRAT DE LA RIBA núm. 114 Pis 4T Porta 3A,SERVEIS,Intermediaris del comerç especialitzat en la venda d'altres productes,[ 4618 ],"NETLAB MARKETING CONSULTING, SAL",B63870844,6209
0,0,0,1,0,2,5250,10.00,52500.00,2006-01-05T00:00:00.000,BARCELONA,Barcelonès,Badalona,[ 08915 ],pi. DEL VAPOR núm. 4 Polígon LES GUIXERES,INDÚSTRIA,Tractament i revestiment de metalls,[ 2561 ],"BADAKLKS PRINT, SLL",B64013592,6207
0,0,0,0,0,4,47994,1.00,3015.00,2006-01-03T00:00:00.000,BARCELONA,Maresme,Malgrat De Mar,[ 08380 ],C. SANLLEHÍ I BOSCH núm. 48 Polígon CAN PATALINA,INDÚSTRIA,Fabricació de teixits tèxtils,[ 1320 ],"CREACIONS INTIMES THEX, SLL",B64007032,6204
0,0,1,1,0,2,51542,1.00,3015.00,2005-12-29T00:00:00.000,BARCELONA,Maresme,Malgrat De Mar,[ 08380 ],C. SANLLEHÍ I BOSCH núm. 50 Polígon CAN PATALINA,INDÚSTRIA,Fabricació de teixits tèxtils,[ 1320 ],"EDIAN INTIM, SLL",B64006992,6203
0,0,3,3,0,2,45000,1.00,45000.00,2005-12-22T00:00:00.000,BARCELONA,Garraf,Olivella,[ 08810 ],urb. LES COLINES - C/ CEL núm. 34,SERVEIS,Altres serveis relacionats amb les tecnologies de la informació,[ 6209 ],"VEOSYSTEM SOLUTIONS, SLL",B63986202,6201
0,0,0,0,1,2,270,100.00,27000.00,2005-12-22T00:00:00.000,BARCELONA,Baix Llobregat,"Prat De Llobregat, El",[ 08820 ],C. VERGE DE MONTSERRAT núm. 39 Pis ÀTIC Porta A,SERVEIS,Comerç a l'engròs de maquinària i equips,[ 516 ],"ESTUDIOS PROINSTAL, SLL",B63973788,6199
0,0,1,0,0,2,360,100.00,36000.00,2005-12-16T00:00:00.000,BARCELONA,Baix Llobregat,Sant Joan Despí,[ 08970 ],AV. TORREBLANCA núm. 26 Pis 1R Porta 4A,SERVEIS,Lloguer de maquinària i equips agraris,[ 7731 ],"CASTILLO TORRES-ROMERA GIMENEZ, SLL",B64002397,6195
0,0,0,0,0,5,94873,1.00,94873.00,2005-12-15T00:00:00.000,BARCELONA,Maresme,Argentona,[ 08310 ],C. CAN NEGOCI núm. 18 Polígon CAN NEGOCI Nau 4,INDÚSTRIA,"Fabricació de maquinària per a les indústries tèxtils, de la confecció i del cuir",[ 2894 ],"AUTEX-INT, SLL",B63958078,6194
0,0,0,0,0,3,816,100.00,81600.00,2005-12-14T00:00:00.000,GIRONA,Gironès,Girona,[ 17004 ],C. JULIÀ DE CHIA núm. 4 Pis BAIXOS,CONSTRUCCIÓ,"Lampisteria, instal·lacions de calefacció i aire condicionat",[ 4322 ],"INSTAL-PROJECT 2005, SLL",B17857855,6193
0,0,0,0,2,1,6000,5.00,30000.00,2005-12-12T00:00:00.000,TARRAGONA,Baix Penedès,Calafell,[ 43820 ],C. DEL CARME núm. 10 Pis BAIXOS Porta DRE,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"PILI-IVAN 2005, SLL",B43806173,6190
0,0,0,2,2,0,4200,10.00,42000.00,2005-12-07T00:00:00.000,BARCELONA,Osona,Torelló,[ 08570 ],AV. POMPEU FABRA núm. 15,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"CAFETERIA LA MAGRANA, SLL",B63995054,6187
0,0,2,1,0,2,6500,10.00,65000.00,2005-12-07T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08024 ],C. RIERA CAN TODA núm. 28-32 Pis BAIXOS Porta LOC,SERVEIS,Edició de programes informàtics,[ 72210 ],"CLARCAT CONSULTING, SAL",A63991061,6186
0,0,0,1,1,2,3010,1.00,3010.00,2005-12-05T00:00:00.000,BARCELONA,Vallès Occidental,Terrassa,[ 08024 ],CTRA. DE MARTORELL núm. 95 Pis LOCAL Porta 6,SERVEIS,Relacions públiques i comunicació,[ 7021 ],"DIALOGUE MARKETING FUNDRAISING 3ER SECTOR, SLL",B63937627,6184
0,0,0,1,1,1,660,5.00,3300.00,2005-12-01T00:00:00.000,BARCELONA,Barcelonès,"Hospitalet De Llobregat, L'",[ 08029 ],C. ROSSELLÓ núm. 68-70 Pis 2N Porta 8A,SERVEIS,Comerç al detall de carn i productes carnis en establiments especialitzats,[ 4722 ],"MATELLAN BAUSILI, SLL",B63906010,6180
0,0,1,0,0,3,420,100.00,42000.00,2005-11-30T00:00:00.000,GIRONA,Selva,Sils,[ 17410 ],urb. KING PARC - AV. CATALUNYA núm. 18,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"INSTALACIONES Y MANTENIMIENTOS ANTONIO GOMEZ, SLL",B17857343,6177
0,0,2,0,0,2,420,100.00,42000.00,2005-11-30T00:00:00.000,GIRONA,Gironès,Girona,[ 17002 ],CTRA. DE BARCELONA núm. 2 Pis 4T Porta 2A,SERVEIS,Publicitat,[ 744 ],"VISIT GIRONA DISTRIBUCIO, SLL",B17859463,6176
0,0,1,0,1,1,3009,1.00,3009.00,2005-11-29T00:00:00.000,BARCELONA,Baix Llobregat,Gavà,[ 08850 ],AV. DIAGONAL núm. 19 Pis PL. BAIXA,SERVEIS,Establiments de begudes,[ 5630 ],"CIPRIAN RAZVAN PISICA SERVEIS I PRESTACIONS 2005, SLL",B63968671,6174
0,0,1,0,1,2,18000,1.00,18000.00,2005-11-28T00:00:00.000,TARRAGONA,Montsià,Alcanar,[ 43530 ],AV. CONSTITUCIÓ núm. 11,INDÚSTRIA,Fabricació de tancaments metàl·lics,[ 2512 ],"TANCAMENTS METALICS PEDRO, SLL",B43809219,6173
0,0,1,0,1,1,3006,1.00,3006.00,2005-11-24T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08014 ],C. MOIANÈS núm. 50 Pis TENDA,SERVEIS,Telecomunicacions,[ 64200 ],"ALLONLINE, SLL",B63996151,6171
0,0,2,6,0,3,3200,1.00,3200.00,2005-11-24T00:00:00.000,BARCELONA,Maresme,Sant Andreu De Llavaneres,[ 08392 ],urb. VERGE DE LOURDES núm. 50,SERVEIS,Altres serveis relacionats amb les tecnologies de la informació,[ 6209 ],"ZEN PROGRAMARI LLIURE I XARXES, SLL",B63866180,6170
0,0,2,4,0,2,3006,1.00,3006.00,2005-11-24T00:00:00.000,BARCELONA,Garraf,"Sant Pere De Ribes (Roquetes, Les)",[ 08810 ],cses. MAS D'EN SERRA núm. 114 Pis LOCAL Porta 7,SERVEIS,Altres serveis relacionats amb les tecnologies de la informació,[ 6209 ],"FDOCE DIGITAL, SLL",B63866149,6169
0,0,0,1,2,0,33600,1.00,33600.00,2005-11-21T00:00:00.000,BARCELONA,Baix Llobregat,Pallejà,[ 08780 ],urb. FONTPINEDA - GRAN VIA FONTPINE núm. 117,SERVEIS,Comerç a l'engròs d'altres productes alimentaris,[ 51382 ],"RIDER AND GOLFER EXCLUSIVE, SLL",B63970396,6166
0,0,1,0,1,1,3,1010.00,3030.00,2005-11-21T00:00:00.000,BARCELONA,Vallès Oriental,Cardedeu,[ 08440 ],C. ÀNGEL núm. 4 Pis BAIXOS,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"LES BRASES DE CARDEDEU, SLL",B63207666,6165
0,0,0,1,1,1,40500,1.00,40500.00,2005-11-17T00:00:00.000,BARCELONA,Baix Llobregat,Sant Boi De Llobregat,[ 08830 ],C. ENRIC GRANADOS núm. 16 Pis LOCAL Porta 6,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"M&P II PUNTALS CONSTRUCTORS ASSOCIATS, SLL",B63959795,6162
0,0,1,0,1,1,300,100.00,30000.00,2005-11-16T00:00:00.000,BARCELONA,Baix Llobregat,Sant Joan Despí,[ 08970 ],RBLA. JOSEP MARIA JUJOL núm. 56 Pis 4T Porta 4A,SERVEIS,Activitats d'assessorament en direcció i gestió empresarial,[ 74141 ],"GALASO & HABASH CONSULTORES, SLL",B63895338,6161
0,0,1,0,0,2,3030,1.00,3030.00,2005-11-11T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08031 ],C. JOAN RIERA núm. 47 Pis 4T Porta 1A,SERVEIS,Transport de mercaderies per carretera,[ 6024 ],"OBER TRANS DRAGONS, SLL",B63959886,6156
0,0,0,0,1,2,45135,1.00,45135.00,2005-11-11T00:00:00.000,BARCELONA,Vallès Occidental,Badia Del Vallès,[ 08214 ],AV. TIBIDABO núm. S/N,SERVEIS,Restaurants i establiments de menjars,[ 5610 ],"ESTABLIMENTS CAN BARRA, SLL",B63953277,6155
0,0,0,1,1,1,38100,1.00,38100.00,2005-11-10T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08028 ],C. PISUERGA núm. 15 Pis BAIXOS Porta 3A,SERVEIS,Altres serveis relacionats amb les tecnologies de la informació,[ 6209 ],"VEOVEO IMAGEN & SONIDO, SLL",B63949903,6154
0,0,2,0,0,2,3010,1.00,3010.00,2005-11-09T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08207 ],PL. ALZINES núm. 9 Pis 5È Porta 1A,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"CONSTRUCCIONES Y REFORMAS MENDEZ FEREZ, SLL",B63933204,6153
0,0,0,0,1,2,17100,10.00,60000.00,2005-11-09T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08021 ],C. SANTALO núm. 163 Pis 4T Porta 1A,SERVEIS,Consulta i assessorament sobre direcció i gestió empresarial,[ 7414 ],"TRES JMAS G INICIATIVAS, SLL",B63953152,6152
0,0,1,0,0,2,555,100.00,55500.00,2005-11-08T00:00:00.000,BARCELONA,Vallès Occidental,Sentmenat,[ 08181 ],pi. JOSEP TURA núm. 11 Polígon MAS D'EN CISA,INDÚSTRIA,Indústries de la construcció de maquinària i equips mecànics,[ 29 ],"MECANITZATS GERCU, SLL",B63866545,6150
0,0,0,1,1,1,3030,1.00,3030.00,2005-11-08T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08026 ],C. VALÈNCIA núm. 584 Pis BAIXOS Porta TEN,SERVEIS,Telecomunicacions,[ 64200 ],"LINARPOL SERVICIOS BCN, SLL",B63900641,6149
0,0,0,1,2,0,3090,1.00,3090.00,2005-11-08T00:00:00.000,BARCELONA,Vallès Occidental,Sabadell,[ 08204 ],C. FERRAN CABALLERO núm. 9,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"CENTRO DE ESTETICA Y PELUQUERIA ANGELITA, SLL",B63883516,6148
0,0,1,0,1,1,64800,1.00,64800.00,2005-11-08T00:00:00.000,LLEIDA,Segrià,Lleida,[ 25008 ],PG. DE RONDA núm. 162 Pis 6È Porta D,SERVEIS,Activitats jurídiques,[ 6910 ],"BEMARC SERVEIS LLEIDA PONENT, SLL",B25583857,6147
0,0,0,1,1,1,30075,1.00,30075.00,2005-11-07T00:00:00.000,GIRONA,Selva,Blanes,[ 17300 ],C. GUILLERIES núm. 1O Pis BAIXOS,SERVEIS,"Activitats recreatives, culturals i esportives",[ 92 ],"LA RIALLA, SLL",B17863572,6146
0,0,0,0,3,3,300,100.00,30000.00,2005-11-07T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08006 ],C. RIERA DE SANT MIQUEL núm. 49 Pis BAIXOS,SERVEIS,"Activitats recreatives, culturals i esportives",[ 92 ],"LUDOSFERA, SLL",B63953269,6144
0,0,1,0,0,2,35850,1.00,35850.00,2005-11-07T00:00:00.000,BARCELONA,Maresme,Sant Cebrià De Vallalta,[ 08396 ],urb. VISTAMAR - CAMÍ DE CANET núm. 129 Pis BUSTIA Porta 88,SERVEIS,"Comerç a l'engròs de fusta, materials de construcció i aparells sanitaris",[ 4673 ],"EMGI SUPPLIES, SLL",B63943203,6142
0,0,2,0,0,2,1206,60.00,72360.00,2005-11-04T00:00:00.000,BARCELONA,Barcelonès,"Hospitalet De Llobregat, L'",[ 08905 ],C. FINESTRELLES núm. 136 BIS Pis ENTL. Porta 2A,CONSTRUCCIÓ,Construcció d'edificis residencials,[ 4121 ],"REHABILITACIONES CONSTRUCCIONES PEYMA, SLL",B63915227,6141
0,0,1,0,0,2,120,331.00,39720.00,2005-11-04T00:00:00.000,LLEIDA,Segrià,Alfarràs,[ 25120 ],C. NOU núm. 103,CONSTRUCCIÓ,Construcció d'edificis no residencials,[ 4122 ],"JAIME JIMENEZ, SLL",B25580366,6140
0,0,1,0,2,1,6050,1.00,60500.00,2005-11-03T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08006 ],C. MARIÀ CUBÍ núm. 65 Pis BAIXOS,SERVEIS,Activitats de les agències de viatges,[ 7911 ],"CAMIRO TRAVEL, SAL",A63929087,6139
0,0,1,1,1,1,60000,1.00,60000.00,2005-11-02T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08036 ],C. CASANOVAS núm. 148 Pis BAIXOS,SERVEIS,Comerç al detall de peces de vestir en establiments especialitzats,[ 4771 ],"MARIDUTI, SLL",B63888473,6137
0,0,0,1,2,0,64800,1.00,64800.00,2005-10-24T00:00:00.000,GIRONA,Selva,Caldes De Malavella,[ 17455 ],C. TERMES ROMANES núm. 23,SERVEIS,Perruqueria i altres tractaments de bellesa,[ 9602 ],"CAN RANOC, SLL",B17842972,6131
0,0,0,1,2,0,6675,5.00,33375.00,2005-10-24T00:00:00.000,BARCELONA,Barcelonès,"Hospitalet De Llobregat, L'",[ 08902 ],C. SANTA EULÀLIA núm. 125 Pis BAIXOS,SERVEIS,Agents de la propietat immobiliària,[ 6831 ],"A. B. C. PIS SERVEIS INMOBILIARIS, SLL",B63940621,6130
0,0,0,1,3,0,60000,1.00,60000.00,2005-10-21T00:00:00.000,BARCELONA,Bages,Manresa,[ 08240 ],AV. DE LES BASES DE MANRESA núm. 31-33,SERVEIS,Educació,[ 80 ],"FORMACIO LES BASES, SLL",B63942494,6129
0,0,0,0,1,3,3008,1.00,3008.00,2005-10-19T00:00:00.000,BARCELONA,Barcelonès,Barcelona,[ 08037 ],C. PAU CLARIS núm. 172 Pis 5È Porta 1A,SERVEIS,Serveis tècnics d'arquitectura,[ 7111 ],"IDEA LAB INTEGRATED DESIGN OF ENGINEERING AND ARCHITECTURE, SLL",B63817258,6127
0,0,1,0,1,1,82500,1.00,82500.00,2005-10-19T00:00:00.000,BARCELONA,Vallès Oriental,"Franqueses Del Vallès, Les",[ 08520 ],PTGE. POMPEU FABRA núm. 8 Pis 2N Porta 1A,SERVEIS,Lloguer d'automòbils i vehicles de motor lleugers,[ 7711 ],"AUTOMOCION CHRIS-JENNI, SLL",B63880801,6125
